name,stars,online order?,latitude ,longitude ,safety (numerically 1-10),reservations(Y/N),phone number,small images of the food,most popular dishes,review count,number of food items sold,hours open,price range ,delivery?,website links,Address,cusine ,chain,awards,dining style ,region of food,historical background,seating capacity,vegetarian options,average wait time (minutes),parking ,wifi,google maps link,apple maps link,public transport availability ,
J&D's BBQ,4.5,No,37.7739,-122.3917,8,No,(415) 917-9779,https://www.janddsbbq.com/,"Brisket, Ribs, Pulled Pork, Beef Hot Links",28,20,Thu: 11:00 AM – 2:00 PM; Fri: 11:00 AM – 9:00 PM; Sat: 11:00 AM – 9:00 PM; Closed Sun-Wed,$15-25,No,https://www.janddsbbq.com/,"601 Mission Bay Blvd N, San Francisco, CA 94158",Barbecue,No,Recognized by local food critics,"Casual, Food Truck",Southern BBQ,Established in 2017; family-owned and operated,30,Limited options,10,Street parking,No,"https://www.google.com/maps/place/601+Mission+Bay+Blvd+N,+San+Francisco,+CA+94158","https://maps.apple.com/?address=601%20Mission%20Bay%20Blvd%20N,%20San%20Francisco,%20CA%2094158",Accessible via MUNI lines; located in Mission Bay,Popular among locals and tourists; consistently positive reviews
Happy Chinese Restaurant,4,No,37.796,-122.408,7,No,(415) 398-1268,https://www.yelp.com/biz/happy-chinese-restaurant-san-francisco,"Dim Sum, Congee, BBQ Pork Buns",41,35,"Mon: 7:00 AM – 3:00 PM, 5:00 PM – 10:00 PM; Tue: 7:00 AM – 3:00 PM; Wed-Sun: 7:00 AM – 3:00 PM, 5:00 PM – 10:00 PM",$5-10,No,https://www.yelp.com/biz/happy-chinese-restaurant-san-francisco,"1326 Powell St, San Francisco, CA 94133",Chinese (Cantonese),No,NaN,"Casual, Family-Friendly",Cantonese,Established several decades ago; known for traditional dim sum and Cantonese dishes,50,Yes,5,Street parking,No,https://www.google.com/maps/place/Happy+Chinese+Restaurant,"https://maps.apple.com/?address=1326%20Powell%20St,%20San%20Francisco,%20CA%2094133",Accessible via MUNI lines; located in Chinatown,Popular among locals and tourists; consistently positive reviews
Kam Po Kitchen,3.9,No,37.7981,-122.4092,8,No,(415) 982-3516,https://kampokitchen.shop/,"Roast Duck, Roast Pork, BBQ Pork, Wonton Noodle Soup",665,31,Mon-Sun: 8:00 AM – 6:00 PM,$5-10,No,https://kampokitchen.shop/,"801 Broadway, San Francisco, CA 94133",Cantonese,No,Recognized by local food critics,"Casual, Family-Friendly",Cantonese,Established several decades ago; known for traditional Cantonese barbecue,30,Limited options,5,Street parking,No,https://www.google.com/maps/place/Kam+Po+Kitchen,"https://maps.apple.com/?address=801%20Broadway,%20San%20Francisco,%20CA%2094133",Accessible via MUNI lines; located in Chinatown,Popular among locals and tourists; consistently positive reviews
On Waverly,5,Yes,37.7947,-122.4066,8,No,(415) 209-5589,https://www.onwaverly.com/,N/A,20,34,Mon-Sat: 11:00 AM – 6:00 PM; Sun: 11:00 AM – 5:00 PM,$30-45,Yes ,https://www.onwaverly.com/,"162 Waverly Place, San Francisco, CA 94108",N/A (Retail & Community Space),No,NaN,"Casual, Community-Oriented",N/A,"Celebrates AAPI creators and culture through books, art, and gifts",30,NaN,5,Street parking,No,https://www.google.com/maps/place/On+Waverly,"https://maps.apple.com/?address=162%20Waverly%20Pl,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown,Popular among AAPI creators and cultural enthusiasts
New Woey Loy Goey Restaurant,4,Yes,37.7963,-122.4068,9,No,(415) 399-0733,https://www.woeyloygoey.com/,"Steamed Pork Hash, Lamb Claypot, Stewed Oxtail",120,30,Mon-Sun: 11:00 AM – 9:30 PM,$25-35,Yes,https://www.woeyloygoey.com/,"699 Jackson St, San Francisco, CA 94133",Cantonese,No,Recognized by local food critics,"Casual, Family-Friendly",Cantonese,Established in 1996; known for traditional Toisan cooking,50,Yes,20,Street parking,No,https://www.google.com/maps/place/New+Woey+Loy+Goey+Restaurant,"https://maps.apple.com/?address=699%20Jackson%20St,%20San%20Francisco,%20CA%2094133",Accessible via MUNI lines; located in Chinatown,Popular among locals and tourists; consistently positive reviews
Hunan House,4,Yes,37.7955,-122.4068,8,No,(415) 398-1299,https://hunanhousecatogo.com/,"Hot and Sour Soup, Kung Pao Chicken, Spicy Wontons",150,45,"Mon-Thu, Sun: 11:00 AM – 10:00 PM; Fri-Sat: 11:00 AM – 11:00 PM",$15-20,Yes,https://hunanhousecatogo.com/,"826 Washington St, San Francisco, CA 94108","Chinese (Hunan, Szechuan)",No,Recognized by local food critics,"Casual, Family-Friendly","Hunan, Szechuan",Established in the heart of Chinatown; known for authentic spicy flavors,60,Yes,15,Street parking,No,https://www.google.com/maps/place/Hunan+House,"https://maps.apple.com/?address=826%20Washington%20St,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown,Popular among locals and tourists; consistently positive reviews
Golden City Inn Chinese Food,3,Yes,37.7312,-122.3917,8,No,(415) 822-3003,https://www.yelp.com/biz/golden-city-inn-chinese-food-san-francisco,"Butter Garlic Crab, Orange Chicken, Shrimp Fried Rice",48,19,Mon-Sun: 11:00 AM – 9:00 PM,$15-20,Yes,https://www.yelp.com/biz/golden-city-inn-chinese-food-san-francisco,"5131 3rd St, San Francisco, CA 94124",Chinese,No,NaN,"Casual, Takeout",Chinese,Established several years ago; known for traditional Chinese dishes,20,Yes,10,Street parking,No,https://www.google.com/maps/place/Golden+City+Inn+Chinese+Food,"https://maps.apple.com/?address=5131%20Third%20St,%20San%20Francisco,%20CA%2094124",Accessible via MUNI lines; located in Bayview-Hunters Point,Popular among locals; mixed reviews
Northern China BBQ,4.5,Yes,37.7749,-122.4114,8,No,(415) 829-3837,https://www.northernchinabbq.com/,"Lamb Skewers, Beef Skewers, Grilled Squid, Tinfoil Dishes",50,23,Tue-Sun: 4:30 PM – 12:30 AM; Closed on Mondays,$15-20,Yes,https://www.northernchinabbq.com/,"294 9th St, San Francisco, CA 94103",Chinese (Northern BBQ),No,NaN,"Casual, Late-Night Dining",Northern Chinese,Established recently; known for authentic Northern Chinese barbecue specialties,40,Limited options,10,Street parking,No,https://www.google.com/maps/place/Northern+China+BBQ/,"https://maps.apple.com/?address=294%209th%20St,%20San%20Francisco,%20CA%2094103",Accessible via MUNI lines; located in SoMa district,Popular among locals and tourists; consistently positive reviews
Dragon Papa Dessert,4,Yes,37.7956,-122.4071,8,No,(415) 539-7728,https://www.facebook.com/dragonpapadessert/,"Dragon's Beard Candy (Peanut, Sesame, Coconut)",512,24,Tue-Sun: 4:30 PM – 12:30 AM; Closed on Mondays,$5-10,No,https://www.facebook.com/dragonpapadessert/,"752 Grant Ave, San Francisco, CA 94108",Chinese (Desserts),No,NaN,"Casual, Takeout",Chinese,"Once a renowned candy shop in Chinatown, known for authentic Dragon's Beard Candy, now operates occasionally via pop-ups",40,Yes,15,Street parking,No,https://www.google.com/maps/place/Dragon+Papa+Dessert/,"https://maps.apple.com/?address=752%20Grant%20Ave,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown,Popular among locals and tourists; consistently positive reviews
TJ Cafe,4.5,Yes,37.7715,-122.5105,8,No,(415) 702-6286,https://www.tjcafesf.com/,"Bacon Cheeseburger, Breakfast Burrito, California Chicken Burger",225,23,Mon: 9:00 AM – 6:00 PM; Tue: Closed; Wed-Thu: 9:00 AM – 6:00 PM; Fri-Sun: 9:00 AM – 7:00 PM,$10-15,Yes,https://www.tjcafesf.com/,"724 La Playa St, San Francisco, CA 94121","American, Breakfast, Sandwiches",No,Recognized by local patrons for quality and service,"Casual, Family-Friendly",American,Established in the Outer Richmond district; known for hearty breakfast and lunch options,30,Yes,15,Street parking,No,https://www.google.com/maps/place/TJ+Cafe/,"https://maps.apple.com/?address=724%20La%20Playa%20St,%20San%20Francisco,%20CA%2094121",Accessible via MUNI lines; located near Ocean Beach,Popular among locals and tourists; consistently positive reviews
Ming Kee Restaurant,4,No,37.7245,-122.4623,8,No,(415) 337-8198,https://ming-kee.cafes-world.com/,"Roast Duck, Princess Chicken, Soy Sauce Chicken",246,45,"Mon-Tue, Thu-Sun: 8:00 AM – 6:00 PM; Wed: Closed",$15-20,No,https://ming-kee.cafes-world.com/,"1548 Ocean Ave, San Francisco, CA 94112","Chinese (Cantonese, Barbecue)",No,NaN,"Casual, Takeout",Cantonese,Known for authentic Chinese barbecue; praised for meticulous meat preparation,0,Yes,10,Street parking,No,https://www.google.com/maps/place/Ming+Kee+Restaurant/,"https://maps.apple.com/?address=1548%20Ocean%20Ave,%20San%20Francisco,%20CA%2094112",Accessible via MUNI lines; located in Westwood Park,Popular among locals; consistently positive reviews
Dartealing Lounge,4.5,No,37.7814,-122.3965,8,Yes,(415) 234-9920,https://www.dartealinglounge.com/,"Afternoon Tea Service, Assorted Finger Sandwiches, Scones with Clotted Cream",200,50,Wed-Sun: 11:00 AM – 5:00 PM; Mon-Tue: Closed,$20-35,No,https://www.dartealinglounge.com/,"470 3rd St, San Francisco, CA 94107","Tea Room, Café",No,Recognized by local patrons for quality and ambiance,"Casual, Elegant",British-inspired,Established in 2009; known for traditional afternoon tea service with a modern twist,30,Yes,10,Street parking,No,https://www.google.com/maps/place/Dartealing+Lounge/,"https://maps.apple.com/?address=470%203rd%20St,%20San%20Francisco,%20CA%2094107",Accessible via MUNI lines; located in SoMa district,Popular among locals and tourists; consistently positive reviews
Bamboo Restaurant,4,Yes,37.7892,-122.4206,8,No,(415) 775-3679,https://bamboorestaurantsf.com/; http://orderbamboorestaurant.com/; https://www.bamboopolksf.com/,"Orange Chicken, Honey Walnut Prawns, General Chao's Chicken",276,100,Mon-Sat: 11:00 AM – 12:00 AM; Sun: 12:00 PM – 12:00 AM,$10-20,Yes,https://bamboorestaurantsf.com/; http://orderbamboorestaurant.com/; https://www.bamboopolksf.com/,"1441 Polk Street, San Francisco, CA 94109","Chinese (Hunan, Mandarin)",No,NaN,"Casual, Family-Friendly","Hunan, Mandarin","One of the oldest Chinese restaurants in the area, known for authentic cuisine and quality service",30,Yes,10,Street parking,No,https://www.google.com/maps/place/Bamboo+Restaurant/,"https://maps.apple.com/?address=1441%20Polk%20Street,%20San%20Francisco,%20CA%2094109",Accessible via MUNI lines; located in Polk Gulch neighborhood,Popular among locals and tourists; consistently positive reviews
Pot & Noodle,4,No,37.7825,-122.4648,8,No,(415) 981-0803,NaN,"Spicy Beef Noodle Soup, Hotpot Dishes, Handmade Dumplings",512,60,Tue-Sun: 4:30 PM – 12:30 AM; Closed on Mondays,$15-25,No,NaN,"682 Washington St, San Francisco, CA 94108","Chinese (Hotpot, Noodles)",No,NaN,"Casual, Family-Friendly",Chinese,"Previously known for traditional Chinese hotpot and noodle dishes, located in the heart of Chinatown",40,Yes,15,Street parking,No,https://www.google.com/maps/place/Pot+%26+Noodle/,"https://maps.apple.com/?address=682%20Washington%20St,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown,Popular among locals and tourists; consistently positive reviews
Wok Shop Cafe,4,Yes,37.7864,-122.4216,8,No,(415) 771-2142,https://www.wokshopcafesf.com/,"General Tsao's Chicken, Kung Pao Chicken, Mongolian Beef",715,100,Mon-Sat: 11:00 AM – 9:00 PM; Sun: 4:00 PM – 9:00 PM,$10-20,Yes,https://www.wokshopcafesf.com/,"1233 Van Ness Ave, San Francisco, CA 94109","Chinese (Cantonese, Szechuan)",No,NaN,"Casual, Family-Friendly","Cantonese, Szechuan","Established in the Lower Pacific Heights area, known for authentic Chinese cuisine and quality service",40,Yes,15,Street parking,No,https://www.google.com/maps/place/Wok+Shop+Cafe/,"https://maps.apple.com/?address=1233%20Van%20Ness%20Ave,%20San%20Francisco,%20CA%2094109",Accessible via MUNI lines; located in Lower Pacific Heights,Popular among locals and tourists; consistently positive reviews
Joy Hing Bar-B-Que Noodle House,4,Yes,37.7955,-122.4041,8,No,(415) 981-0531,https://www.yelp.com/biz/joy-hing-bar-b-que-noodle-san-francisco-2; https://www.tripadvisor.com/Restaurant_Review-g60713-d5087743-Reviews-Joy_Hing_Bar_B_Que_Noodle_House-San_Francisco_California.html,"Roast Duck, BBQ Pork, Wonton Noodle Soup",200,50,Mon-Sun: 10:00 AM – 9:00 PM,$10-20,Yes,https://www.yelp.com/biz/joy-hing-bar-b-que-noodle-san-francisco-2; https://www.tripadvisor.com/Restaurant_Review-g60713-d5087743-Reviews-Joy_Hing_Bar_B_Que_Noodle_House-San_Francisco_California.html,"710 Kearny St, San Francisco, CA 94108","Chinese (Cantonese, Barbecue)",No,NaN,"Casual, Family-Friendly","Cantonese, Vietnamese, Singaporean","Known for traditional Cantonese barbecue and noodle dishes; offers a blend of Chinese, Vietnamese, and Singaporean cuisines",40,Yes,10,Street parking,No,https://www.google.com/maps/place/Joy+Hing+Bar-B-Que+Noodle+House/,"https://maps.apple.com/?address=710%20Kearny%20St,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown/Financial District,Popular among locals and tourists; consistently positive reviews
Gourmet Kitchen,3.5,No,37.7941,-122.4078,8,No,(415) 781-7988,https://www.yelp.com/biz/gourmet-kitchen-san-francisco; https://www.tripadvisor.com/Restaurant_Review-g60713-d4842615-Reviews-Gourmet_Kitchen-San_Francisco_California.html,"Roast Duck, BBQ Pork, Wonton Noodle Soup",243,50,Mon-Sun: 7:00 AM – 6:30 PM,$10-20,No,https://www.yelp.com/biz/gourmet-kitchen-san-francisco; https://www.tripadvisor.com/Restaurant_Review-g60713-d4842615-Reviews-Gourmet_Kitchen-San_Francisco_California.html,"1051 Stockton St, San Francisco, CA 94108",Chinese (Cantonese),No,NaN,"Casual, Diner-Style",Cantonese,Known for traditional Cantonese dishes; popular among locals for affordable pricing,30,Yes,10,Street parking,No,https://www.google.com/maps/place/Gourmet+Kitchen/,"https://maps.apple.com/?address=1051%20Stockton%20St,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown,Consistent local patronage; modest reviews
Pacific Cafe,4.5,No,37.7799,-122.4933,8,No,(415) 387-7091,https://www.pacificcafesf.com/,"Parmesan-Encrusted Halibut, Dungeness Crab Cakes, Fried Sand Dabs",257,20,Wed-Sun: 5:00 PM – 9:00 PM; Mon-Tue: Closed,$25-30,No,https://www.pacificcafesf.com/,"7000 Geary Blvd, San Francisco, CA 94121","American, Seafood",No,Recognized as a Legacy Business nearing its 50th anniversary,"Casual, Family-Friendly","American, Seafood","Established in 1974; known for fresh, local seafood and complimentary wine while waiting",70,Yes,5,Street parking,No,https://www.google.com/maps/place/Pacific+Cafe/,"https://maps.apple.com/?address=7000%20Geary%20Blvd,%20San%20Francisco,%20CA%2094121",Accessible via MUNI lines; located in the Outer Richmond district,Popular among locals and tourists; consistently positive reviews
Beijing Restaurant,4,Yes,37.7215,-122.4448,8,Yes,(415) 333-8182,https://www.beijingsf.com/; https://www.yelp.com/biz/beijing-restaurant-san-francisco; https://www.beijingfoodsf.com/ ,"Peking Duck, Lamb Cumin Stir Fry, Dumplings",243,100,"Mon: 11:00 AM – 3:00 PM, 4:00 PM – 8:45 PM; Tue: Closed; Wed-Sun: 11:00 AM – 3:00 PM, 4:00 PM – 8:45 PM",$15-25,Yes,https://www.beijingsf.com/; https://www.yelp.com/biz/beijing-restaurant-san-francisco; https://www.beijingfoodsf.com/,"1801 Alemany Blvd, San Francisco, CA 94112","Chinese (Northern, Beijing)",No,Recognized for authentic Northern Chinese cuisine,"Casual, Family-Friendly","Beijing, Northern China","Established over 20 years ago by Lin Zheng, reflecting her Beijing roots and dedication to preserving its culinary heritage",50,Yes,5,Street parking,No,https://www.google.com/maps/place/Beijing+Restaurant/,"https://maps.apple.com/?address=1801%20Alemany%20Blvd,%20San%20Francisco,%20CA%2094112",Accessible via MUNI lines; located at the corner of Alemany and Ocean in the Excelsior district,Popular among locals and tourists; consistently positive reviews
Cafe Bakery & Restaurant,4,No,37.7538,-122.477,8,No,(415) 661-6116,https://www.yelp.com/biz/cafe-bakery-and-restaurant-san-francisco-2,"Baked Pork Chop Over Rice, Portuguese Baked Sole, Hong Kong-Style Milk Tea",663,50,Mon-Sun: 11:00 AM – 8:00 PM,$10-20,No,https://www.yelp.com/biz/cafe-bakery-and-restaurant-san-francisco-2,"1345 Noriega St, San Francisco, CA 94122",Chinese (Hong Kong Style Cafe),No,NaN,"Casual, Family-Friendly",Hong Kong,Established over 20 years ago; known for authentic Hong Kong-style dishes and bakery items,40,Yes,10,Street parking,No,https://www.google.com/maps/place/Cafe+Bakery+%26+Restaurant/,"https://maps.apple.com/?address=1345%20Noriega%20St,%20San%20Francisco,%20CA%2094122",Accessible via MUNI lines; located in the Sunset District,Popular among locals; consistently positive reviews
Chef Wong Chinese Restaurant,4,Yes,34.0023,-122.477,8,Yes,(770) 558-4555,https://www.chefwongchineserestaurant.com/,"Traditional Korean-Chinese Dishes, Noodles, Stir-Fried Specialties",512,80,Mon-Sun: 10:30 AM – 9:30 PM,$15-30,Yes,https://www.chefwongchineserestaurant.com/,"3525 Mall Blvd NW #1a, Duluth, GA 30096",Chinese (Korean-Chinese Fusion),No,NaN,"Casual, Family-Friendly",Korean-Chinese,Fusion restaurant specializing in blending Chinese and Korean flavors; known for authentic cooking techniques,50,Yes,10,Plaza parking lot,No,https://www.google.com/maps/place/Chef+Wong+Chinese+Restaurant/,"https://maps.apple.com/?address=3525%20Mall%20Blvd%20NW%20%231a,%20Duluth,%20GA%2030096",Accessible via local bus routes; located in a shopping plaza,Popular among locals; well-rated for authenticity
China Express Deli,2.5,No,37.7525,-122.4186,8,No,(415) 821-3375,https://www.yelp.com/biz_photos/china-express-deli-san-francisco,"Beef Tofu Over Rice, Mongolian Beef, Shrimp Chow Mein",23,50,Mon-Sun: 6:00 AM – 9:00 PM,$10-20,No,(https://www.allmenus.com/ca/san-francisco/63177-china-express-deli/menu/); [Yellow Pages](https://www.yellowpages.com/san-francisco-ca/mip/china-express-deli-8535720),"2732 Mission St, San Francisco, CA 94110","Chinese, Deli",No,NaN,"Casual, Takeout","Mission District, San Francisco",Known for quick-service Chinese-American dishes; popular among locals for affordable pricing,20,Yes,5,Street parking,No,https://www.google.com/maps/place/China+Express+Deli/),"https://maps.apple.com/?address=2732%20Mission%20St,%20San%20Francisco,%20CA%2094110)",Accessible via MUNI lines; located in the Mission District,Consistent local patronage; modest reviews
Dim Sum Bistro,4,Yes,37.7975,-122.407,8,No,(415) 788-7028,[Available on Yelp](https://www.yelp.com/biz_photos/dim-sum-bistro-san-francisco),"Shrimp Dumplings, Pork Siu Mai, Shanghai Soup Dumplings",456,50,Mon-Sun: 8:00 AM – 3:00 PM,$10-20,Yes,(https://www.dimsum-bistro.com/); [Yelp](https://www.yelp.com/biz/dim-sum-bistro-san-francisco); [Beyond Menu](https://www.beyondmenu.com/46685/san-francisco/dim-sum-bistro-san-francisco-94133.aspx),"675 Broadway, San Francisco, CA 94133",Chinese (Dim Sum),No,NaN,"Casual, Takeout",Cantonese,Known for freshly made dim sum offerings; popular among locals and tourists alike,30,Yes,5,Street parking,No,https://www.google.com/maps/place/Dim+Sum+Bistro/),"https://maps.apple.com/?address=675%20Broadway,%20San%20Francisco,%20CA%2094133)",Accessible via MUNI lines; located in Chinatown,Consistently positive reviews; featured in local dining guides
Dragon Gate Bar & Grille,4,No,37.7947,--122.2771,7,Yes,(510) 228-4363,[Available on Yelp](https://www.yelp.com/biz_photos/dragon-gate-oakland),"Bun Cha, Fried Prawns, Tofu, Taiwanese Pancakes",512,80,Mon-Sun: 11:00 AM – 2:00 AM,$20-40,No,(https://jacklondonsquare.com/stores/dragon-gate); [Visit Oakland](https://www.visitoakland.com/listing/dragon-gate-oakland/8080/),"1 Franklin Street, Oakland, CA 94607","Taiwanese, Chinese Fusion",No,Recognized for its upscale décor and waterfront dining experience,"Casual, Full Bar, Karaoke Rooms","Taiwanese, Chinese Fusion",Opened in December 2024; known for late-night dining and entertainment,120,Yes,15,Nearby parking lots available,Yes,https://www.google.com/maps/place/Dragon+Gate+Bar+%26+Grille/),"https://maps.apple.com/?address=1%20Franklin%20Street,%20Oakland,%20CA%2094607)",Accessible via BART and local bus routes,Popular new addition to Oakland's waterfront dining scene
Golden Lotus,4,No,37.7831,-122.4172,8,No,(415) 345-1355,[Available on Yelp](https://www.yelp.com/biz_photos/golden-lotus-san-francisco),"Pho with American Wagyu steak, Rice roll with grilled lemongrass pork, Vietnamese Crepe",327,50,Mon-Sun: 10:00 AM – 9:00 PM,$10-20,No,(http://sfgoldenlotus.com/); [Yelp](https://www.yelp.com/biz/golden-lotus-san-francisco),"631 Larkin St, San Francisco, CA 94109",Vietnamese,No,NaN,"Casual, No-Frills",Northern Vietnamese,Known for Northern Vietnamese-style pho and other noodle & rice dishes; popular among locals and tourists alike,40,Yes,5,Street parking,No,https://www.google.com/maps/place/Golden+Lotus/),"https://maps.apple.com/?address=631%20Larkin%20St,%20San%20Francisco,%20CA%2094109)",Accessible via MUNI lines; located in the Tenderloin district,Consistently positive reviews; featured in local dining guides
Happy Donuts,4,No,37.751,-122.4295,8,No,(415) 285-5890,[Available on Yelp](https://www.yelp.com/biz_photos/happy-donuts-san-francisco-18),"Custard-Filled Maple Bar, Apple Fritter, Chocolate Glazed Donut",317,20,Open 24 hours daily,$10-20,No,(https://www.yelp.com/biz/happy-donuts-san-francisco-18); [Menu](https://happy-donuts.res-menu.com/menu),"3801 24th St, San Francisco, CA 94114","Donuts, Breakfast Sandwiches",No,NaN,"Casual, Takeout",American,Established as a classic neighborhood donut shop; known for traditional flavors and reasonable prices,15,Yes,20,Street parking,No,https://www.google.com/maps/place/Happy+Donuts/),"https://maps.apple.com/?address=3801%2024th%20St,%20San%20Francisco,%20CA%2094114)",Accessible via MUNI lines; located in Noe Valley,Popular among locals; consistently positive reviews
Hing Wang Bakery,3.5,No,37.7625,-122.465,9,No,(415) 681-3928,[Available on Yelp](https://www.yelp.com/biz_photos/hing-wang-bakery-san-francisco),"Pork Buns (Steamed & Baked), Chow Mein, Egg Tarts",120,20,Mon-Sun: 7:00 AM – 6:30 PM,$10-20,No,(https://www.yelp.com/biz/hing-wang-bakery-san-francisco); [Menu](https://hingwangbakerysanfrancisco.cafecityguide.website/),"339 Judah St, San Francisco, CA 94122","Chinese (Dim Sum, Bakery)",No,NaN,"Casual, Takeout",Cantonese,Known for traditional dim sum offerings and baked goods; popular among locals for affordable pricing,10,Yes,10,Street parking,No,https://www.google.com/maps/place/Hing+Wang+Bakery/),"https://maps.apple.com/?address=339%20Judah%20St,%20San%20Francisco,%20CA%2094122)",Accessible via MUNI lines; located in the Inner Sunset district,Consistently positive reviews; cherished by the local community
Jade Garden,4,No,37.7768,-122.4967,8,No,(415) 221-8168,NaN,"Dim Sum, Peking Duck, Pork Buns",512,60,Mon-Sun: 7:00 AM – 6:30 PM,$10-20,No,NaN,"3608 Balboa St, San Francisco, CA 94121","Chinese (Cantonese, Dim Sum)",No,NaN,"Casual, Family-Friendly",Cantonese,"Previously known for traditional dim sum and Cantonese cuisine, popular among locals",50,Yes,20,Street parking,No,https://www.google.com/maps/place/Jade+Garden/,"https://maps.apple.com/?address=3608%20Balboa%20St,%20San%20Francisco,%20CA%2094121",Accessible via MUNI lines; located in the Outer Richmond district,Popular among locals and tourists; consistently positive reviews
King of Noodles,3.8,Yes,37.7631,-122.4742,8,No,(415) 566-8318,[Available on Yelp](https://www.yelp.com/biz_photos/king-of-noodles-san-francisco-3),"Beef Noodle Soup, Shanghai Soup Dumplings, XO Beef Chow Fun",900,50,Mon-Sun: 11:00 AM – 9:00 PM,$10-20,Yes,(https://king-of-noodles.restaurants-world.com/); [Yelp](https://www.yelp.com/biz/king-of-noodles-san-francisco-3); [Grubhub](https://www.grubhub.com/restaurant/king-of-noodles-irving-st-1639-irving-st-san-francisco/2994721),"1639 Irving St, San Francisco, CA 94122","Chinese (Hand-Pulled Noodles, Dumplings)",No,NaN,"Casual, Family-Friendly","Chinese (Hand-Pulled Noodles, Dumplings)",Known for hand-pulled noodles and traditional Chinese dishes; popular among locals and tourists alike,30,Yes,5,Street parking,No,https://www.google.com/maps/place/King+of+Noodles/),"https://maps.apple.com/?address=1639%20Irving%20St,%20San%20Francisco,%20CA%2094122)",Accessible via MUNI lines; located in the Inner Sunset district,Consistently positive reviews; featured in local dining guides
Little Garden,4,No,37.7986,-122.4093,8,No,(415) 399-0368,NaN,"Dim Sum, Baked Pork Buns, Congee",512,40,Mon-Sun: 7:00 AM – 6:30 PM,$10-20,No,NaN,"750 Vallejo St, San Francisco, CA 94133","Chinese (Cantonese, Dim Sum)",No,NaN,"Casual, Family-Friendly",Cantonese,"Previously known for affordable dim sum and traditional Chinese breakfast dishes, located in Chinatown",30,Yes,15,Street parking,No,https://www.google.com/maps/place/Little+Garden/,"https://maps.apple.com/?address=750%20Vallejo%20St,%20San%20Francisco,%20CA%2094133",Accessible via MUNI lines; located in Chinatown,Popular among locals and tourists; consistently positive reviews
Sichuan Tasty Restaurant,4,Yes,37.7831,-122.4786,8,No,(415) 702-6096,[Available on Yelp](https://www.yelp.com/biz_photos/sichuan-tasty-restaurant-san-francisco-5),"Sichuan Style Roast Whole Fish, House Special Fish Fillets with Green Pepper, Steamed Pork Belly with Preserved Vegetables",200,100,"Mon-Sun: 11:00 AM – 3:00 PM, 4:00 PM – 9:00 PM",$15-30,Yes,(https://www.yelp.com/biz/sichuan-tasty-restaurant-san-francisco-5); [Grubhub](https://www.grubhub.com/restaurant/-sichuan-tasty-restaurant-1829-clement-st-san-francisco/2446974); [Seamless](https://www.seamless.com/menu/-sichuan-tasty-restaurant-1829-clement-st-san-francisco/2446974),"1829 Clement St, San Francisco, CA 94121",Chinese (Sichuan),No,NaN,"Casual, Family-Friendly",Sichuan,Known for authentic and flavorful Sichuan cuisine; popular among locals and tourists alike,50,Yes,15,Street parking,No,https://www.google.com/maps/place/Sichuan+Tasty+Restaurant/),"https://maps.apple.com/?address=1829%20Clement%20St,%20San%20Francisco,%20CA%2094121)",Accessible via MUNI lines; located in the Outer Richmond district,Consistently positive reviews; featured in local dining guides
New Ming's Restaurant,3.5,Yes,37.7877,-122.4011,8,No,(415) 227-4798,[Available on Yelp](https://www.yelp.com/biz_photos/new-mings-restaurant-san-francisco),"Malay Curry Noodles, Spicy Korean-Style Fried Chicken Wings, Kung Pao Prawns",461,100,Mon-Fri: 10:00 AM – 7:00 PM; Sat-Sun: Closed,$10-20,Yes,https://ordernewmings.com); [Yelp](https://www.yelp.com/biz/new-mings-restaurant-san-francisco); [DoorDash](https://www.doordash.com/store/new-ming%E2%80%99s-restaurant-san-francisco-297004/),"641 Mission St, San Francisco, CA 94105",Chinese (Cantonese),No,NaN,"Casual, Family-Friendly",Cantonese,Known for traditional Cantonese dishes with a modern twist; popular among locals and tourists alike,50,Yes,20,Street parking,No,https://www.google.com/maps/place/New+Ming's+Restaurant/),"https://maps.apple.com/?address=641%20Mission%20St,%20San%20Francisco,%20CA%2094105)",Accessible via MUNI and BART lines; located in the SOMA district,Consistently positive reviews; featured in local dining guides
